id,title,slug,difficulty,paid_only
1858,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,Easy,False
1848,Sum of Unique Elements,sum-of-unique-elements,Easy,False
1844,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,Easy,False
1843,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,Easy,False
1839,Decode XORed Array,decode-xored-array,Easy,False
1837,Daily Leads and Partners,daily-leads-and-partners,Easy,False
1833,Find the Highest Altitude,find-the-highest-altitude,Easy,False
1829,Maximum Units on a Truck,maximum-units-on-a-truck,Easy,False
1827,Invalid Tweets,invalid-tweets,Easy,False
1823,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,Easy,False
1817,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,Easy,False
1812,Reformat Phone Number,reformat-phone-number,Easy,False
1811,Fix Names in a Table,fix-names-in-a-table,Easy,False
1806,Count of Matches in Tournament,count-of-matches-in-tournament,Easy,False
1802,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,Easy,False
1801,Average Time of Process per Machine,average-time-of-process-per-machine,Easy,False
1797,Goal Parser Interpretation,goal-parser-interpretation,Easy,False
1791,Richest Customer Wealth,richest-customer-wealth,Easy,False
1786,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,Easy,False
1781,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,Easy,False
1775,Design an Ordered Stream,design-an-ordered-stream,Easy,False
1773,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,Easy,False
1769,Get Maximum in Generated Array,get-maximum-in-generated-array,Easy,False
1764,Maximum Repeating Substring,maximum-repeating-substring,Easy,False
1760,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,Easy,False
1755,Defuse the Bomb,defuse-the-bomb,Easy,False
1751,Slowest Key,slowest-key,Easy,False
1746,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,Easy,False
1742,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,Easy,False
1741,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,Easy,False
1737,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,Easy,False
1734,Bank Account Summary II,bank-account-summary-ii,Easy,False
3816,DNA Pattern Recognition ,dna-pattern-recognition,Medium,False
3809,Properties Graph,properties-graph,Medium,False
3797,Design Spreadsheet,design-spreadsheet,Medium,False
3795,Zero Array Transformation IV,zero-array-transformation-iv,Medium,False
3794,Find the Minimum Amount of Time to Brew Potions,find-the-minimum-amount-of-time-to-brew-potions,Medium,False
3791,Fruits Into Baskets III,fruits-into-baskets-iii,Medium,False
3786,Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,Medium,False
3785,Find the Number of Copy Arrays,find-the-number-of-copy-arrays,Medium,False
3779,Eat Pizzas!,eat-pizzas,Medium,False
3776,Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,Medium,False
3771,Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,Medium,False
3767,Find Students Who Improved,find-students-who-improved,Medium,False
3764,Maximum Sum With at Most K Elements,maximum-sum-with-at-most-k-elements,Medium,False
3763,Separate Squares I,separate-squares-i,Medium,False
3760,Assign Elements to Groups with Constraints,assign-elements-to-groups-with-constraints,Medium,False
3759,Choose K Elements With Maximum Sum,choose-k-elements-with-maximum-sum,Medium,False
3754,Maximum Manhattan Distance After K Changes,maximum-manhattan-distance-after-k-changes,Medium,False
3751,Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,Medium,False
3750,Closest Equal Element Queries,closest-equal-element-queries,Medium,False
3748,Sort Matrix by Diagonals,sort-matrix-by-diagonals,Medium,False
3743,Reschedule Meetings for Maximum Free Time I,reschedule-meetings-for-maximum-free-time-i,Medium,False
3741,Reschedule Meetings for Maximum Free Time II,reschedule-meetings-for-maximum-free-time-ii,Medium,False
3737,Paint House IV,paint-house-iv,Medium,False
3722,Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,Medium,False
3721,Count Mentions Per User,count-mentions-per-user,Medium,False
3720,Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,Medium,False
3716,Longest Subsequence With Decreasing Adjacent Difference,longest-subsequence-with-decreasing-adjacent-difference,Medium,False
3715,Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,Medium,False
3714,Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,Medium,False
3712,Minimum Cost to Make Arrays Identical,minimum-cost-to-make-arrays-identical,Medium,False
3699,Count Special Subsequences,count-special-subsequences,Medium,False
3686,Count Beautiful Splits in an Array,count-beautiful-splits-in-an-array,Medium,False
3683,Find the Lexicographically Largest String From the Box I,find-the-lexicographically-largest-string-from-the-box-i,Medium,False
3681,Maximum Area Rectangle With Point Constraints I,maximum-area-rectangle-with-point-constraints-i,Medium,False
3678,Design Task Manager,design-task-manager,Medium,False
3677,Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,Medium,False
3659,Count Paths With the Given XOR Value,count-paths-with-the-given-xor-value,Medium,False
3657,Check if Grid can be Cut into Sections,check-if-grid-can-be-cut-into-sections,Medium,False
3655,Digit Operations to Make Two Integers Equal,digit-operations-to-make-two-integers-equal,Medium,False
3654,Minimum Array Sum,minimum-array-sum,Medium,False
3653,Maximum Subarray Sum With Length Divisible by K,maximum-subarray-sum-with-length-divisible-by-k,Medium,False
3649,Minimum Time to Break Locks I,minimum-time-to-break-locks-i,Medium,False
3647,Zero Array Transformation III,zero-array-transformation-iii,Medium,False
3643,Zero Array Transformation II,zero-array-transformation-ii,Medium,False
3639,Zero Array Transformation I,zero-array-transformation-i,Medium,False
3634,Find Mirror Score of a String,find-mirror-score-of-a-string,Medium,False
3633,Maximize the Number of Target Nodes After Connecting Trees I,maximize-the-number-of-target-nodes-after-connecting-trees-i,Medium,False
3629,Total Characters in String After Transformations I,total-characters-in-string-after-transformations-i,Medium,False
3628,Find Minimum Time to Reach Last Room II,find-minimum-time-to-reach-last-room-ii,Medium,False
3627,Find Minimum Time to Reach Last Room I,find-minimum-time-to-reach-last-room-i,Medium,False
3622,Maximum Frequency of an Element After Performing Operations I,maximum-frequency-of-an-element-after-performing-operations-i,Medium,False
3620,Maximum Number of Distinct Elements After Operations,maximum-number-of-distinct-elements-after-operations,Medium,False
3619,Adjacent Increasing Subarrays Detection II,adjacent-increasing-subarrays-detection-ii,Medium,False
3613,Maximize Amount After Two Days of Conversions,maximize-amount-after-two-days-of-conversions,Medium,False
3611,Construct the Minimum Bitwise Array II,construct-the-minimum-bitwise-array-ii,Medium,False
3607,Minimum Division Operations to Make Array Non Decreasing,minimum-division-operations-to-make-array-non-decreasing,Medium,False
3595,Rearrange K Substrings to Form Target String,rearrange-k-substrings-to-form-target-string,Medium,False
3594,Identify the Largest Outlier in an Array,identify-the-largest-outlier-in-an-array,Medium,False
3593,Find the Maximum Factor Score of Array,find-the-maximum-factor-score-of-array,Medium,False
3591,Shift Distance Between Two Strings,shift-distance-between-two-strings,Medium,False
3587,Maximum Points Tourist Can Earn,maximum-points-tourist-can-earn,Medium,False
3584,Find the Lexicographically Smallest Valid Sequence,find-the-lexicographically-smallest-valid-sequence,Medium,False
3579,Maximum Possible Number by Binary Concatenation,maximum-possible-number-by-binary-concatenation,Medium,False
3576,Find Subtree Sizes After Changes,find-subtree-sizes-after-changes,Medium,False
3573,Count Substrings That Can Be Rearranged to Contain a String I,count-substrings-that-can-be-rearranged-to-contain-a-string-i,Medium,False
3570,Count of Substrings Containing Every Vowel and K Consonants I,count-of-substrings-containing-every-vowel-and-k-consonants-i,Medium,False
3569,Count of Substrings Containing Every Vowel and K Consonants II,count-of-substrings-containing-every-vowel-and-k-consonants-ii,Medium,False
3566,Find the Sequence of Strings Appeared on the Screen,find-the-sequence-of-strings-appeared-on-the-screen,Medium,False
3561,Remove Methods From Project,remove-methods-from-project,Medium,False
3559,Minimum Number of Valid Strings to Form Target I,minimum-number-of-valid-strings-to-form-target-i,Medium,False
3558,Find a Safe Walk Through a Grid,find-a-safe-walk-through-a-grid,Medium,False
3541,Report Spam Message,report-spam-message,Medium,False
3540,Hash Divided String,hash-divided-string,Medium,False
3534,Count Almost Equal Pairs I,count-almost-equal-pairs-i,Medium,False
3530,Odd and Even Transactions,odd-and-even-transactions,Medium,False
3528,Reach End of Array With Max Score,reach-end-of-array-with-max-score,Medium,False
3526,Minimum Number of Flips to Make Binary Grid Palindromic I,minimum-number-of-flips-to-make-binary-grid-palindromic-i,Medium,False
3525,Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,Medium,False
3524,Minimum Number of Flips to Make Binary Grid Palindromic II,minimum-number-of-flips-to-make-binary-grid-palindromic-ii,Medium,False
3523,Find the Power of K-Size Subarrays II,find-the-power-of-k-size-subarrays-ii,Medium,False
3522,Find the Power of K-Size Subarrays I,find-the-power-of-k-size-subarrays-i,Medium,False
3518,Maximum Multiplication Score,maximum-multiplication-score,Medium,False
3517,Shortest Distance After Road Addition Queries I,shortest-distance-after-road-addition-queries-i,Medium,False
3510,Maximize the Total Height of Unique Towers,maximize-the-total-height-of-unique-towers,Medium,False
3509,K-th Largest Perfect Subtree Size in Binary Tree,k-th-largest-perfect-subtree-size-in-binary-tree,Medium,False
3507,Find the Count of Numbers Which Are Not Special,find-the-count-of-numbers-which-are-not-special,Medium,False
3502,Count Substrings With K-Frequency Characters I,count-substrings-with-k-frequency-characters-i,Medium,False
3501,Delete Nodes From Linked List Present in Array,delete-nodes-from-linked-list-present-in-array,Medium,False
3498,Minimum Array Changes to Make Differences Equal,minimum-array-changes-to-make-differences-equal,Medium,False
3496,Minimum Number of Seconds to Make Mountain Height Zero,minimum-number-of-seconds-to-make-mountain-height-zero,Medium,False
3495,K-th Nearest Obstacle Queries,k-th-nearest-obstacle-queries,Medium,False
3494,Minimum Cost for Cutting Cake I,minimum-cost-for-cutting-cake-i,Medium,False
3493,Maximum Number of Operations to Move Ones to the End,maximum-number-of-operations-to-move-ones-to-the-end,Medium,False
3492,Count Submatrices With Equal Frequency of X and Y,count-submatrices-with-equal-frequency-of-x-and-y,Medium,False
3491,Find the Maximum Length of Valid Subsequence II,find-the-maximum-length-of-valid-subsequence-ii,Medium,False
3490,Find the Maximum Length of Valid Subsequence I,find-the-maximum-length-of-valid-subsequence-i,Medium,False
3487,Find Maximum Removals From Source String,find-maximum-removals-from-source-string,Medium,False
3486,Count the Number of Good Nodes,count-the-number-of-good-nodes,Medium,False
3485,Maximize Score of Numbers in Ranges,maximize-score-of-numbers-in-ranges,Medium,False
3483,Alternating Groups II,alternating-groups-ii,Medium,False
3479,Count the Number of Substrings With Dominant Ones,count-the-number-of-substrings-with-dominant-ones,Medium,False
3477,Minimum Operations to Make Binary Array Elements Equal to One II,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,Medium,False
3475,Minimum Operations to Make Binary Array Elements Equal to One I,minimum-operations-to-make-binary-array-elements-equal-to-one-i,Medium,False
3464,Maximize Total Cost of Alternating Subarrays,maximize-total-cost-of-alternating-subarrays,Medium,False
3462,Vowels Game in a String,vowels-game-in-a-string,Medium,False
3461,Find the Minimum Area to Cover All Ones I,find-the-minimum-area-to-cover-all-ones-i,Medium,False
3456,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,Medium,False
3455,Minimum Length of String After Operations,minimum-length-of-string-after-operations,Medium,False
3453,Generate Binary Strings Without Adjacent Zeros,generate-binary-strings-without-adjacent-zeros,Medium,False
3451,String Compression III,string-compression-iii,Medium,False
3445,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,Medium,False
3444,Find the Number of Good Pairs II,find-the-number-of-good-pairs-ii,Medium,False
3442,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,Medium,False
3437,Maximum Total Damage With Spell Casting,maximum-total-damage-with-spell-casting,Medium,False
3434,Find the Number of Distinct Colors Among the Balls,find-the-number-of-distinct-colors-among-the-balls,Medium,False
3430,Count Days Without Meetings,count-days-without-meetings,Medium,False
3427,Special Array II,special-array-ii,Medium,False
3422,Find the N-th Value After K Seconds,find-the-n-th-value-after-k-seconds,Medium,False
3420,Find Occurrences of an Element in an Array,find-occurrences-of-an-element-in-an-array,Medium,False
3419,Maximum Points Inside the Square,maximum-points-inside-the-square,Medium,False
3418,Count Pairs That Form a Complete Day II,count-pairs-that-form-a-complete-day-ii,Medium,False
3416,Sum of Digit Differences of All Pairs,sum-of-digit-differences-of-all-pairs,Medium,False
3413,Find The First Player to win K Games in a Row,find-the-first-player-to-win-k-games-in-a-row,Medium,False
3406,Find All Possible Stable Binary Arrays I,find-all-possible-stable-binary-arrays-i,Medium,False
3405,Count the Number of Special Characters II,count-the-number-of-special-characters-ii,Medium,False
3404,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,Medium,False
3403,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,Medium,False
3399,Find the Integer Added to Array II,find-the-integer-added-to-array-ii,Medium,False
3395,Minimum Length of Anagram Concatenation,minimum-length-of-anagram-concatenation,Medium,False
3394,Minimum Array End,minimum-array-end,Medium,False
3391,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,Medium,False
3390,Minimum Rectangles to Cover Points,minimum-rectangles-to-cover-points,Medium,False
3389,Minimum Time to Visit Disappearing Nodes,minimum-time-to-visit-disappearing-nodes,Medium,False
3388,Right Triangles,right-triangles,Medium,False
3387,Minimum Operations to Make Median of Array Equal to K,minimum-operations-to-make-median-of-array-equal-to-k,Medium,False
3384,Minimum Number of Operations to Make Word K-Periodic,minimum-number-of-operations-to-make-word-k-periodic,Medium,False
3383,Taking Maximum Energy From the Mystic Dungeon,taking-maximum-energy-from-the-mystic-dungeon,Medium,False
3380,Shortest Subarray With OR at Least K II,shortest-subarray-with-or-at-least-k-ii,Medium,False
3374,Count Alternating Subarrays,count-alternating-subarrays,Medium,False
3373,Maximum Prime Difference,maximum-prime-difference,Medium,False
3363,Most Frequent IDs,most-frequent-ids,Medium,False
3360,Minimum Deletions to Make String K-Special,minimum-deletions-to-make-string-k-special,Medium,False
3356,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,Medium,False
3355,Minimum Levels to Gain More Points,minimum-levels-to-gain-more-points,Medium,False
3354,Replace Question Marks in String to Minimize Its Value,replace-question-marks-in-string-to-minimize-its-value,Medium,False
3351,Maximize Happiness of Selected Children,maximize-happiness-of-selected-children,Medium,False
3346,Lexicographically Smallest String After Operations With Constraint,lexicographically-smallest-string-after-operations-with-constraint,Medium,False
3338,Count Submatrices with Top-Left Element and Sum Less Than k,count-submatrices-with-top-left-element-and-sum-less-than-k,Medium,False
3337,Count Substrings Starting and Ending with Given Character,count-substrings-starting-and-ending-with-given-character,Medium,False
3336,Water Bottles II,water-bottles-ii,Medium,False
3335,Minimum Operations to Write the Letter Y on a Grid,minimum-operations-to-write-the-letter-y-on-a-grid,Medium,False
3332,Minimum Operations to Exceed Threshold Value II,minimum-operations-to-exceed-threshold-value-ii,Medium,False
3329,Find the Length of the Longest Common Prefix,find-the-length-of-the-longest-common-prefix,Medium,False
3328,Apply Operations to Make Sum of Array Greater Than or Equal to k,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,Medium,False
3326,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,False
3325,Find the Largest Area of Square Inside Two Rectangles,find-the-largest-area-of-square-inside-two-rectangles,Medium,False
3318,Maximum Number of Operations With the Same Score II,maximum-number-of-operations-with-the-same-score-ii,Medium,False
3317,Maximum Palindromes After Operations,maximum-palindromes-after-operations,Medium,False
3314,Most Frequent Prime,most-frequent-prime,Medium,False
3308,Apply Operations to Make String Empty,apply-operations-to-make-string-empty,Medium,False
3306,Mark Elements on Array by Performing Queries,mark-elements-on-array-by-performing-queries,Medium,False
3299,Find the Maximum Number of Elements in Subset,find-the-maximum-number-of-elements-in-subset,Medium,False
3297,Minimum Time to Revert Word to Initial State I,minimum-time-to-revert-word-to-initial-state-i,Medium,False
3292,Earliest Second to Mark Indices I,earliest-second-to-mark-indices-i,Medium,False
3291,Find if Array Can Be Sorted,find-if-array-can-be-sorted,Medium,False
3279,Alice and Bob Playing Flower Game,alice-and-bob-playing-flower-game,Medium,False
3278,Find the Number of Ways to Place People I,find-the-number-of-ways-to-place-people-i,Medium,False
3276,Minimum Number of Pushes to Type Word II,minimum-number-of-pushes-to-type-word-ii,Medium,False
3272,Find the Grid of Region Average,find-the-grid-of-region-average,Medium,False
3271,Count the Number of Houses at a Certain Distance I,count-the-number-of-houses-at-a-certain-distance-i,Medium,False
3270,Minimum Moves to Capture The Queen,minimum-moves-to-capture-the-queen,Medium,False
3269,Number of Subarrays That Match a Pattern I,number-of-subarrays-that-match-a-pattern-i,Medium,False
3267,Find Longest Special Substring That Occurs Thrice I,find-longest-special-substring-that-occurs-thrice-i,Medium,False
3266,Find Longest Special Substring That Occurs Thrice II,find-longest-special-substring-that-occurs-thrice-ii,Medium,False
3265,Maximum Good Subarray Sum,maximum-good-subarray-sum,Medium,False
3264,Maximum Points After Enemy Battles,maximum-points-after-enemy-battles,Medium,False
3262,Find Polygon With the Largest Perimeter,find-polygon-with-the-largest-perimeter,Medium,False
3250,Maximum Square Area by Removing Fences From a Field,maximum-square-area-by-removing-fences-from-a-field,Medium,False
3249,Minimum Number of Operations to Make Array XOR Equal to K,minimum-number-of-operations-to-make-array-xor-equal-to-k,Medium,False
3245,Find Beautiful Indices in the Given Array I,find-beautiful-indices-in-the-given-array-i,Medium,False
3244,Minimize Length of Array Using Operations,minimize-length-of-array-using-operations,Medium,False
3241,Divide Array Into Arrays With Max Difference,divide-array-into-arrays-with-max-difference,Medium,False
3240,Maximum Number That Sum of the Prices Is Less Than or Equal to K,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,Medium,False
3239,Minimum Number of Operations to Make X and Y Equal,minimum-number-of-operations-to-make-x-and-y-equal,Medium,False
3235,Minimum Cost to Convert String I,minimum-cost-to-convert-string-i,Medium,False
3234,Double Modular Exponentiation,double-modular-exponentiation,Medium,False
3231,Minimum Number of Coins to be Added,minimum-number-of-coins-to-be-added,Medium,False
3230,Remove Adjacent Almost-Equal Characters,remove-adjacent-almost-equal-characters,Medium,False
3229,Minimum Cost to Make Array Equalindromic,minimum-cost-to-make-array-equalindromic,Medium,False
3228,Maximum Size of a Set After Removals,maximum-size-of-a-set-after-removals,Medium,False
3225,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,Medium,False
3219,Make Lexicographically Smallest Array by Swapping Elements,make-lexicographically-smallest-array-by-swapping-elements,Medium,False
3214,Maximize Area of Square Hole in Grid,maximize-area-of-square-hole-in-grid,Medium,False
3213,Count Subarrays Where Max Element Appears at Least K Times,count-subarrays-where-max-element-appears-at-least-k-times,Medium,False
3210,Count Beautiful Substrings I,count-beautiful-substrings-i,Medium,False
3209,Minimum Number of Coins for Fruits,minimum-number-of-coins-for-fruits,Medium,False
3202,High-Access Employees,high-access-employees,Medium,False
3201,Distribute Candies Among Children II,distribute-candies-among-children-ii,Medium,False
3200,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,Medium,False
3195,Separate Black and White Balls,separate-black-and-white-balls,Medium,False
3192,Maximum Xor Product,maximum-xor-product,Medium,False
3191,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,Medium,False
3190,Minimum Operations to Maximize Last Elements in Arrays,minimum-operations-to-maximize-last-elements-in-arrays,Medium,False
3189,Find Champion II,find-champion-ii,Medium,False
3186,Minimum Sum of Mountain Triplets II,minimum-sum-of-mountain-triplets-ii,Medium,False
3178,Minimum Increment Operations to Make Array Beautiful,minimum-increment-operations-to-make-array-beautiful,Medium,False
3174,Minimum Number of Changes to Make Binary String Beautiful,minimum-number-of-changes-to-make-binary-string-beautiful,Medium,False
3171,Minimum Equal Sum of Two Arrays After Replacing Zeros,minimum-equal-sum-of-two-arrays-after-replacing-zeros,Medium,False
3170,Find Indices With Index and Value Difference II,find-indices-with-index-and-value-difference-ii,Medium,False
3166,Minimum Number of Groups to Create a Valid Assignment,minimum-number-of-groups-to-create-a-valid-assignment,Medium,False
3152,Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,Medium,False
3151,Minimum Processing Time,minimum-processing-time,Medium,False
3150,Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,Medium,False
3142,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,Medium,False
3141,Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,Medium,False
3114,Beautiful Towers I,beautiful-towers-i,Medium,False
3113,Beautiful Towers II,beautiful-towers-ii,Medium,False
3106,Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,Medium,False
3104,Happy Students,happy-students,Medium,False
3095,Maximum Number of Alloys,maximum-number-of-alloys,Medium,False
3094,Minimum Number of Operations to Make Array Empty,minimum-number-of-operations-to-make-array-empty,Medium,False
3092,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,Medium,False
3081,Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,Medium,False
3080,Split Array Into Maximum Number of Subarrays,split-array-into-maximum-number-of-subarrays,Medium,False
3056,Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,Medium,False
3046,Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,Medium,False
3033,Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,Medium,False
3031,Construct Product Matrix,construct-product-matrix,Medium,False
3026,Find the Minimum Possible Sum of a Beautiful Array,find-the-minimum-possible-sum-of-a-beautiful-array,Medium,False
3018,Make String a Subsequence Using Cyclic Increments,make-string-a-subsequence-using-cyclic-increments,Medium,False
3000,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,Medium,False
2979,Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,Medium,False
2978,Check if Strings Can be Made Equal With Operations II,check-if-strings-can-be-made-equal-with-operations-ii,Medium,False
2954,Maximum Sum of Almost Unique Subarray,maximum-sum-of-almost-unique-subarray,Medium,False
2953,Count Pairs of Points With Distance k,count-pairs-of-points-with-distance-k,Medium,False
2920,Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,Medium,False
2916,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,Medium,False
2915,Count of Interesting Subarrays,count-of-interesting-subarrays,Medium,False
2914,Find the Safest Path in a Grid,find-the-safest-path-in-a-grid,Medium,False
2904,Sorting Three Groups,sorting-three-groups,Medium,False
2903,Insert Greatest Common Divisors in Linked List,insert-greatest-common-divisors-in-linked-list,Medium,False
2893,Visit Array Positions to Maximize Score,visit-array-positions-to-maximize-score,Medium,False
2891,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,Medium,False
2889,Number of Black Blocks,number-of-black-blocks,Medium,False
2888,Minimum Index of a Valid Split,minimum-index-of-a-valid-split,Medium,False
2887,Sort Vowels in a String,sort-vowels-in-a-string,Medium,False
2883,Partition String Into Minimum Beautiful Substrings,partition-string-into-minimum-beautiful-substrings,Medium,False
2882,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,Medium,False
2878,Apply Operations to Make All Array Elements Equal to Zero,apply-operations-to-make-all-array-elements-equal-to-zero,Medium,False
2877,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,Medium,False
2873,Prime Pairs With Target Sum,prime-pairs-with-target-sum,Medium,False
2872,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,Medium,False
2871,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,Medium,False
2869,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,Medium,False
2868,Continuous Subarrays,continuous-subarrays,Medium,False
2867,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,Medium,False
2858,Join Two Arrays by ID,join-two-arrays-by-id,Medium,False
2856,Count Complete Subarrays in an Array,count-complete-subarrays-in-an-array,Medium,False
2855,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,Medium,False
2854,Decremental String Concatenation,decremental-string-concatenation,Medium,False
2850,Construct the Longest New String,construct-the-longest-new-string,Medium,False
2848,Special Permutations,special-permutations,Medium,False
2845,Find the Value of the Partition,find-the-value-of-the-partition,Medium,False
2838,Sum of Matrix After Queries,sum-of-matrix-after-queries,Medium,False
2837,Minimum Operations to Make the Integer Zero,minimum-operations-to-make-the-integer-zero,Medium,False
2834,Relocate Marbles,relocate-marbles,Medium,False
2833,Count Zero Request Servers,count-zero-request-servers,Medium,False
2832,Find the Longest Equal Subarray,find-the-longest-equal-subarray,Medium,False
2828,Lexicographically Smallest String After Substring Operation,lexicographically-smallest-string-after-substring-operation,Medium,False
2817,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,Medium,False
2811,Determine the Minimum Sum of a k-avoiding Array,determine-the-minimum-sum-of-a-k-avoiding-array,Medium,False
2810,Collecting Chocolates,collecting-chocolates,Medium,False
2807,Execute Asynchronous Functions in Parallel,execute-asynchronous-functions-in-parallel,Medium,False
2804,Compact Object,compact-object,Medium,False
2802,Find the Punishment Number of an Integer,find-the-punishment-number-of-an-integer,Medium,False
2801,Difference of Number of Distinct Values on Diagonals,difference-of-number-of-distinct-values-on-diagonals,Medium,False
2797,Event Emitter,event-emitter,Medium,False
2794,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,Medium,False
2793,Count the Number of Complete Components,count-the-number-of-complete-components,Medium,False
2792,Neighboring Bitwise XOR,neighboring-bitwise-xor,Medium,False
2790,Call Function with Custom Context,call-function-with-custom-context,Medium,False
2787,Movement of Robots,movement-of-robots,Medium,False
2786,Find the Longest Semi-Repetitive Substring,find-the-longest-semi-repetitive-substring,Medium,False
2783,Nested Array Generator,nested-array-generator,Medium,False
2780,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,Medium,False
2779,Number of Adjacent Elements With the Same Color,number-of-adjacent-elements-with-the-same-color,Medium,False
2778,Frequency Tracker,frequency-tracker,Medium,False
2766,Find the Prefix Common Array of Two Arrays,find-the-prefix-common-array-of-two-arrays,Medium,False
2764,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,Medium,False
2762,Cache With Time Limit,cache-with-time-limit,Medium,False
2760,Snail Traversal,snail-traversal,Medium,False
2759,Flatten Deeply Nested Array,flatten-deeply-nested-array,Medium,False
2758,Check if Object Instance of Class,check-if-object-instance-of-class,Medium,False
2755,Extra Characters in a String,extra-characters-in-a-string,Medium,False
2754,Maximum Strength of a Group,maximum-strength-of-a-group,Medium,False
2753,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,False
2751,Sliding Subarray Beauty,sliding-subarray-beauty,Medium,False
2749,Promise Time Limit,promise-time-limit,Medium,False
2743,Debounce,debounce,Medium,False
2742,Group By,group-by,Medium,False
2736,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,Medium,False
2731,Memoize,memoize,Medium,False
2730,Maximum OR,maximum-or,Medium,False
